generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_time,mean_obj_finished,mean_obj_progress,mean_obj_neg_time
101,0.013449278186616457,14.285714285714285,14.732611519949776,14.732611519949776,3.849999999999962,0,1,125.61105676740408,385,14.683985908893007,"[0.0, 0.14732611519949776, -0.12833333333333205]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,128.65999999999934,14282.459999999935,12866,1428246,4.605075299972668,530.5025295999949,6.25,7.760007835569837,7.760007835569837,7.723135537255817,2.680416666666653,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.25,3.6260700977423888,8.571428571428571,10.28571428571431,14.285714285714285,1.8830435616629466,4.611060551234654,5.330591201782227,7.194084439958845,7.760007835569837,3.0629835484580425,9.136148180280411,12.03373309544156,14.732611519949776,1.8830435616629466,4.611060551234654,5.330591201782227,7.194084439958845,7.760007835569837,3.0629835484580425,9.136148180280411,12.03373309544156,14.732611519949776,1.5800000000000012,1.8480000000000014,2.0749999999999997,2.7449999999999855,2.680416666666653,0.7083577201684205,2.954999999999981,3.812999999999963,5.009999999999938,5.135217637842288,37.768293514847755,45.49969374202192,70.15616185963154,68.13164735292655,27.6685173136475,81.22248376905918,105.94013253822934,128.25150828808546,1.8229384264453095,4.582882782941138,5.300045437401405,7.1550666043100595,7.723135537255817,3.058121189268017,9.096942958809798,11.989097155309022,14.683985908893007,1822938.4264453095,4582882.782941138,5300045.437401405,7155066.604310059,7723135.537255816,3058121.189268017,9096942.958809799,11989097.155309021,14683985.908893008,158.0,184.8,207.5,274.5,268.0416666666667,70.83577201684346,295.5,381.3,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,0.013449278186616457,14683985.908893008,0.0,0.14732611519949776,-0.12833333333333205,0.0,0.07760007835569836,-0.08934722222222176
102,0.013449278186616457,14.285714285714285,14.732611519949776,14.732611519949776,3.849999999999962,0,1,125.61105676740408,385,14.683985908893007,"[0.0, 0.14732611519949776, -0.12833333333333205]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,128.73999999999936,14411.199999999935,12874,1441120,4.231335600023158,534.8527271000203,6.19047619047619,7.724189871833438,7.724189871833438,7.687300728963851,2.68208333333332,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.19047619047619,3.4667189948954844,8.571428571428571,9.428571428571441,14.285714285714285,1.8921116420200894,4.960804530552455,5.3971454075404575,7.389436449323382,7.724189871833438,2.9051210050267486,9.082576887948173,11.556685856410452,14.732611519949776,1.8921116420200894,4.960804530552455,5.3971454075404575,7.389436449323382,7.724189871833438,2.9051210050267486,9.082576887948173,11.556685856410452,14.732611519949776,1.6900000000000013,1.9610000000000016,2.0924999999999994,2.7449999999999855,2.68208333333332,0.6617714809929011,2.912499999999982,3.795999999999963,5.009999999999938,5.333861420236644,41.75276346132159,46.3810212854296,72.27229354530573,68.30953625532038,26.075241485795946,80.1079243849963,100.63059374913587,125.61105676740408,1.83200630815867,4.931422777788994,5.366424026519171,7.351562463683177,7.687300728963851,2.9007722683601753,9.043371668743353,11.513165225816703,14.683985908893007,1832006.3081586699,4931422.777788994,5366424.026519172,7351562.463683177,7687300.728963848,2900772.268360175,9043371.668743353,11513165.225816702,14683985.908893008,169.0,196.1,209.25,274.5,268.2083333333333,66.17714809929146,291.25,379.6,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,inf,0.013449278186616457,14683985.908893008,0.0,0.14732611519949776,-0.12833333333333205,0.0,0.07724189871833438,-0.08940277777777732
103,0.013449278186616457,14.285714285714285,14.732611519949776,14.732611519949776,3.849999999999962,0,1,125.61105676740408,385,14.683985908893007,"[0.0, 0.14732611519949776, -0.12833333333333205]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,133.97999999999922,14545.179999999935,13398,1454518,3.88393360003829,538.8426002000342,6.309523809523809,7.803158760070801,7.803158760070801,7.765177364841887,2.791249999999984,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.309523809523809,3.996526269427266,8.571428571428571,14.285714285714285,14.285714285714285,1.8868201119559151,4.388314383370536,5.044998441423688,7.142857142857142,7.803158760070801,3.4596772209447995,9.071765627179827,14.35824475969587,14.732611519949776,1.8868201119559151,4.388314383370536,5.044998441423688,7.142857142857142,7.803158760070801,3.4596772209447995,9.071765627179827,14.35824475969587,14.732611519949776,1.6000000000000012,1.8120000000000014,2.107499999999999,2.709999999999986,2.791249999999984,0.8145234419585318,3.0774999999999784,3.835999999999962,5.009999999999938,5.287171335541643,35.46283226311207,42.38256930746138,68.06198986619711,68.89522891379768,31.550361645136874,82.13093485496938,124.545027731359,128.80275171995163,1.8267148247845801,4.360858920538273,5.015431058854381,7.106991146192685,7.765177364841887,3.455334051157965,9.031857268221696,14.309799575671969,14.683985908893007,1826714.8247845802,4360858.920538273,5015431.058854381,7106991.146192686,7765177.364841886,3455334.051157965,9031857.268221695,14309799.575671969,14683985.908893008,160.0,181.2,210.75,271.0,279.125,81.45234419585479,307.75,383.6,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.013449278186616457,14683985.908893008,0.0,0.14732611519949776,-0.12833333333333205,0.0,0.07803158760070801,-0.09304166666666612
104,0.013449278186616457,14.285714285714285,14.732611519949776,14.732611519949776,3.849999999999962,0,1,125.61105676740408,385,14.683985908893007,"[0.0, 0.14732611519949776, -0.12833333333333205]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,121.96999999999946,14667.149999999934,12197,1466715,4.4248599000275135,543.4068815000355,6.130952380952382,7.460223663420904,7.460223663420904,7.424747814958697,2.5410416666666555,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.130952380952382,3.085492900641532,8.571428571428571,8.571428571428571,14.285714285714285,3.9708546229771207,4.358751569475446,4.919027600969588,7.166793005807058,7.460223663420904,2.6890498813695585,9.093101365225655,9.991555895124163,14.732611519949776,3.9708546229771207,4.358751569475446,4.919027600969588,7.166793005807058,7.460223663420904,2.6890498813695585,9.093101365225655,9.991555895124163,14.732611519949776,1.5900000000000012,1.7270000000000014,1.9125000000000014,2.6949999999999865,2.5410416666666555,0.6001570613296788,2.9649999999999808,3.035999999999979,3.849999999999962,30.78617039322853,34.984915781766176,40.99236623197794,68.27330366894603,65.43179554011051,24.31692226248984,80.77644296362996,85.78832335993648,125.61105676740408,3.9449238368067276,4.331446584559664,4.889861608603356,7.130374732503389,7.424747814958697,2.6832461618993264,9.054047902021447,9.951110106800803,14.683985908893007,3944923.8368067276,4331446.584559664,4889861.6086033555,7130374.73250339,7424747.814958698,2683246.1618993264,9054047.902021445,9951110.106800804,14683985.908893008,159.0,172.7,191.25,269.5,254.10416666666666,60.015706132968965,296.5,303.6,385.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,0.013449278186616457,14683985.908893008,0.0,0.14732611519949776,-0.12833333333333205,0.0,0.07460223663420905,-0.0847013888888885
105,0.013449278186616457,14.285714285714285,14.732611519949776,14.732611519949776,3.849999999999962,0,1,125.61105676740408,385,14.683985908893007,"[0.0, 0.14732611519949776, -0.12833333333333205]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,130.3099999999993,14797.459999999934,13031,1479746,4.747220700024627,548.2652677000151,6.369047619047618,7.867505890982492,7.867505890982492,7.830288281338338,2.714791666666652,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,6.369047619047618,2.9874785931737153,8.571428571428571,8.571428571428571,14.285714285714285,1.8837411063058036,4.609331403459821,6.400462559291295,7.744144712175642,7.867505890982492,2.6631359603096114,9.539878027779716,10.327234540666852,14.732611519949776,1.8837411063058036,4.609331403459821,6.400462559291295,7.744144712175642,7.867505890982492,2.6631359603096114,9.539878027779716,10.327234540666852,14.732611519949776,1.440000000000001,1.8470000000000015,2.427499999999992,2.7899999999999845,2.714791666666652,0.6316347493585254,2.99249999999998,3.1299999999999777,5.009999999999938,5.134424349060282,37.745179212093355,56.7036054469645,73.79717795550823,69.69297748644506,24.049425947114997,83.35651603713632,88.40908657088876,125.61105676740408,1.8236359718814552,4.581163658280609,6.366880855685848,7.706370914997686,7.830288281338338,2.6592936617932517,9.499944558051215,10.28631659378043,14.683985908893007,1823635.9718814553,4581163.658280609,6366880.855685848,7706370.914997687,7830288.281338339,2659293.6617932515,9499944.558051214,10286316.59378043,14683985.908893008,144.0,184.7,242.75,279.0,271.4791666666667,63.16347493585373,299.25,313.00000000000006,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,0.013449278186616457,14683985.908893008,0.0,0.14732611519949776,-0.12833333333333205,0.0,0.07867505890982492,-0.09049305555555505
106,0.013449278186616457,14.285714285714285,14.732611519949776,14.732611519949776,3.849999999999962,0,1,125.61105676740408,385,14.683985908893007,"[0.0, 0.14732611519949776, -0.12833333333333205]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,128.62999999999934,14926.089999999933,12863,1492609,4.4656458999961615,552.8474225000245,6.369047619047618,8.055567684627713,8.055567684627713,8.018697975284699,2.679791666666653,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.369047619047618,3.2597098976412062,8.571428571428571,9.428571428571441,14.285714285714285,3.8479723249162947,4.857808794294085,5.397742135184152,7.86508287702288,8.055567684627713,2.813183921569586,9.386140959603447,11.71145847865515,14.732611519949776,3.8479723249162947,4.857808794294085,5.397742135184152,7.86508287702288,8.055567684627713,2.813183921569586,9.386140959603447,11.71145847865515,14.732611519949776,1.5500000000000012,1.8970000000000016,2.0675,2.7899999999999845,2.679791666666653,0.5891253742601898,2.9249999999999816,3.3829999999999742,3.8599999999999617,29.60331702977419,40.505604883283375,46.38065326958895,74.84724944457412,71.7926763491705,24.881487966942572,80.7764967866242,102.59502650946392,126.67308791726828,3.822442721599265,4.828798288689202,5.367020753950631,7.8267067342410925,8.018697975284699,2.8074195335052194,9.346709736763081,11.667375086261735,14.683985908893007,3822442.721599265,4828798.288689203,5367020.753950631,7826706.734241093,8018697.975284698,2807419.5335052195,9346709.73676308,11667375.086261736,14683985.908893008,155.0,189.7,206.75,279.0,267.9791666666667,58.91253742602013,292.5,338.30000000000024,386.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,0.013449278186616457,14683985.908893008,0.0,0.14732611519949776,-0.12833333333333205,0.0,0.08055567684627715,-0.08932638888888844
107,0.013449278186616457,14.285714285714285,14.732611519949776,14.732611519949776,3.849999999999962,0,1,125.61105676740408,385,14.683985908893007,"[0.0, 0.14732611519949776, -0.12833333333333205]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,129.12999999999937,15055.219999999932,12913,1505522,4.564364599995315,557.5549486000091,6.011904761904762,7.6603803748176205,7.6603803748176205,7.623409911808653,2.69020833333332,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.011904761904762,2.987478593173715,8.571428571428571,8.571428571428571,14.285714285714285,1.8837084089006695,4.994047437395369,5.570118767874581,7.821843283517021,7.6603803748176205,2.521479627814083,8.713435445513046,9.945722852434432,14.732611519949776,1.8837084089006695,4.994047437395369,5.570118767874581,7.821843283517021,7.6603803748176205,2.521479627814083,8.713435445513046,9.945722852434432,14.732611519949776,1.7700000000000014,1.9670000000000016,2.202499999999997,2.7899999999999845,2.69020833333332,0.6042263979093769,2.8924999999999823,3.1019999999999786,5.009999999999938,5.134585565712769,42.1290564365685,48.07655876129866,74.6308308430016,68.37967563511363,23.003819802424463,78.33809568360448,84.79252461344005,125.61105676740408,1.8236032743151045,4.964555308338932,5.53892069131582,7.784069297257023,7.623409911808653,2.5180016142159567,8.674506442215797,9.905598515751798,14.683985908893007,1823603.2743151046,4964555.308338932,5538920.6913158195,7784069.297257023,7623409.911808652,2518001.614215957,8674506.442215797,9905598.5157518,14683985.908893008,177.0,196.7,220.25,279.0,269.0208333333333,60.422639790938916,289.25,310.20000000000005,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.013449278186616457,14683985.908893008,0.0,0.14732611519949776,-0.12833333333333205,0.0,0.07660380374817621,-0.08967361111111065
108,0.013449278186616457,14.285714285714285,14.732611519949776,14.732611519949776,3.849999999999962,0,1,125.61105676740408,385,14.683985908893007,"[0.0, 0.14732611519949776, -0.12833333333333205]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,128.71999999999935,15183.939999999931,12872,1518394,4.631596999999601,562.3194808000117,6.607142857142858,7.937332732336862,7.937332732336862,7.900445336901986,2.681666666666653,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,5.714285714285714,6.607142857142858,2.98273090865894,8.571428571428571,8.571428571428571,14.285714285714285,4.300384521484375,4.701602390834264,5.757816859654017,7.815193448747907,7.937332732336862,2.500082597067253,9.128808975219727,10.104509898594452,14.732611519949776,4.300384521484375,4.701602390834264,5.757816859654017,7.815193448747907,7.937332732336862,2.500082597067253,9.128808975219727,10.104509898594452,14.732611519949776,1.7100000000000013,1.8770000000000016,2.3099999999999947,2.774999999999985,2.681666666666653,0.5218290482097991,2.954999999999981,3.2209999999999757,3.849999999999962,34.44067274779081,38.91837313175201,49.98937088996172,74.20030169934034,70.72876820806414,22.129946973620086,81.5577228218317,87.56495279073718,125.61105676740408,4.273250069574341,4.673073472461132,5.726091870283128,7.777268816436548,7.900445336901986,2.4950363160376767,9.089302417496905,10.06375265248732,14.683985908893007,4273250.069574341,4673073.472461132,5726091.870283128,7777268.816436548,7900445.336901988,2495036.3160376768,9089302.417496905,10063752.65248732,14683985.908893008,171.0,187.7,231.0,277.5,268.1666666666667,52.18290482098094,295.5,322.1,385.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,inf,0.013449278186616457,14683985.908893008,0.0,0.14732611519949776,-0.12833333333333205,0.0,0.07937332732336862,-0.08938888888888845
109,0.013462382550920773,14.285714285714285,14.752382550920759,14.752382550920759,3.8699999999999615,0,1,127.20773071050644,387,14.703555343190049,"[0.0, 0.1475238255092076, -0.12899999999999873]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,128.72999999999934,15312.669999999931,12873,1531267,4.010040399967693,566.4548824999947,6.547619047619047,8.091786021278018,8.091786021278018,8.054895619252681,2.681874999999986,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.547619047619047,3.3985958151476656,8.571428571428571,10.28571428571431,14.285714285714285,4.1545595441545755,4.837772914341517,5.213571275983537,7.797761644635882,8.091786021278018,2.8813975202757334,9.506563459123884,12.176332473754897,14.752382550920759,4.1545595441545755,4.837772914341517,5.213571275983537,7.797761644635882,8.091786021278018,2.8813975202757334,9.506563459123884,12.176332473754897,14.752382550920759,1.6600000000000013,1.9070000000000016,2.020000000000001,2.7949999999999844,2.681874999999986,0.6041511133055362,2.9674999999999807,3.53699999999997,3.8699999999999615,32.90353263914585,40.50197503194213,44.710460249334574,75.0647608563304,71.65202533717577,25.343076426890235,82.68095472455025,104.92912658303987,127.20773071050644,4.127926640621936,4.808662412366486,5.183326565523289,7.759786795510973,8.054895619252681,2.875500108715544,9.466956453829328,12.13178706537582,14.703555343190049,4127926.6406219364,4808662.412366485,5183326.565523288,7759786.795510974,8054895.619252682,2875500.108715544,9466956.453829328,12131787.06537582,14703555.343190048,166.0,190.7,202.0,279.5,268.1875,60.41511133055482,296.75,353.70000000000016,387.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.013462382550920773,14703555.343190048,0.0,0.1475238255092076,-0.12899999999999873,0.0,0.08091786021278018,-0.08939583333333286
110,0.013462382550920773,14.285714285714285,14.752382550920759,14.752382550920759,3.8699999999999615,0,1,127.20773071050644,387,14.703555343190049,"[0.0, 0.1475238255092076, -0.12899999999999873]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,131.36999999999927,15444.03999999993,13137,1544404,4.753377399989404,571.3499035999994,6.30952380952381,7.767135983421689,7.767135983421689,7.729699166201759,2.736874999999985,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.30952380952381,3.5455410980560544,8.571428571428571,10.28571428571431,14.285714285714285,1.8759536743164062,4.834539685930524,5.203804288591657,7.510578972952706,7.767135983421689,3.078532718845583,9.044713973999023,12.163264955793123,14.752382550920759,1.8759536743164062,4.834539685930524,5.203804288591657,7.510578972952706,7.767135983421689,3.078532718845583,9.044713973999023,12.163264955793123,14.752382550920759,1.500000000000001,1.9300000000000015,2.065,2.8249999999999837,2.736874999999985,0.7151286488282926,3.00749999999998,3.8229999999999627,5.009999999999938,5.13462653222814,40.32569081783295,44.27535352297127,72.2721701040864,68.06721993008902,27.628243428393013,80.7758867982775,104.25917995050561,127.20773071050644,1.8158485396898747,4.805589360239707,5.173685013238135,7.473206700782603,7.729699166201759,3.0744763082934754,9.005709700794416,12.118980696613171,14.703555343190049,1815848.5396898747,4805589.360239707,5173685.013238135,7473206.700782603,7729699.16620176,3074476.3082934753,9005709.700794414,12118980.696613172,14703555.343190048,150.0,193.0,206.5,282.5,273.6875,71.5128648828307,300.75,382.3,501.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.013462382550920773,14703555.343190048,0.0,0.1475238255092076,-0.12899999999999873,0.0,0.07767135983421689,-0.09122916666666618
111,0.013462382550920773,14.285714285714285,14.752382550920759,14.752382550920759,3.8699999999999615,0,1,127.20773071050644,387,14.703555343190049,"[0.0, 0.1475238255092076, -0.12899999999999873]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,126.80999999999938,15570.84999999993,12681,1557085,4.468557099986356,575.9313614999992,6.369047619047618,7.910063550585792,7.910063550585792,7.87357522449133,2.641874999999987,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.369047619047618,3.3114716775478863,8.571428571428571,8.571428571428571,14.285714285714285,4.37530517578125,4.8576202392578125,5.467760903494699,7.464718137468611,7.910063550585792,2.8307825630371433,9.491547857012069,10.868937083653043,14.752382550920759,4.37530517578125,4.8576202392578125,5.467760903494699,7.464718137468611,7.910063550585792,2.8307825630371433,9.491547857012069,10.868937083653043,14.752382550920759,1.7300000000000013,1.9000000000000015,2.0874999999999995,2.759999999999985,2.641874999999987,0.5912298490223459,2.9749999999999805,3.2219999999999756,3.8699999999999615,35.07982017099857,40.60659981891513,47.0914872456342,73.40195702016354,69.57609446238105,24.59613342076939,82.04793079942465,93.22626368701458,127.20773071050644,4.347970095961079,4.828579632835065,5.436688274666943,7.425244735511591,7.87357522449133,2.8250412206388233,9.451714838695194,10.826883857389355,14.703555343190049,4347970.095961079,4828579.632835064,5436688.274666943,7425244.735511592,7873575.224491331,2825041.220638823,9451714.838695193,10826883.857389355,14703555.343190048,173.0,190.0,208.75,276.0,264.1875,59.12298490223578,297.5,322.20000000000005,387.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,inf,0.013462382550920773,14703555.343190048,0.0,0.1475238255092076,-0.12899999999999873,0.0,0.07910063550585793,-0.08806249999999959
