generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,mutation_decay_trigger,mutation_decay_active,mutation_decay_trigger_generation,effective_mutation_prob_decay,effective_mutation_sigma_decay,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max
174,1.00009999997781e+18,100.0,100.0,100.0,22.19000000000067,1,0,1170.8534606993198,2219,1000099999977.81,"[1.0, 100.0, -22.19000000000067, -0.0]",0.0971542773564603,0.2555664146115987,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,13,30,5,43,5,853.9800000000273,49930.75,85398,4993075,51.268125500006136,2694.913355900033,61.60714285714286,63.087473914963596,63.087473914963596,270896420789.45703,17.79125000000057,1.0,100.0,0.0,2.857142857142857,8.571428571428571,20.0,77.14285714285715,61.60714285714286,36.18220261004415,100.0,100.0,100.0,4.065099443708147,11.168585641043526,21.54137202671596,78.92880303519112,63.087473914963596,35.80364468547445,100.0,100.0,100.0,4.065099443708147,11.168585641043526,21.54137202671596,78.92880303519112,63.087473914963596,35.80364468547445,100.0,100.0,100.0,2.99999999999998,4.703999999999944,7.022499999999894,19.705000000000283,17.79125000000057,9.014933588450774,24.842500000001085,29.223000000001772,30.00000000000189,29.610542683454696,97.326191316545,185.7329654917121,887.0609252043068,705.0052373250419,431.1564017239764,1141.9690012838691,1162.7254360757768,1193.834229402244,4065091.9037071466,11168580.975042526,21541365.316714957,78928784.09019011,270896420789.45703,444412684845.78253,1000099999971.1575,1000099999976.004,1000099999977.81,4065091903707.1465,11168580975042.527,21541365316714.96,78928784090190.12,2.7089642078945706e+17,4.444126848457826e+17,1.0000999999711575e+18,1.0000999999760041e+18,1.00009999997781e+18,300.0,470.4,702.25,1970.5,1779.125,901.4933588450148,2484.25,2922.3000000000006,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,1.00009999997785e+18,100.0,100.0,100.0,22.150000000000663,1,0,1154.0760708898306,2215,1000099999977.85,"[1.0, 100.0, -22.150000000000663, -0.0]",0.0947035115451905,0.2531678973508455,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,15,31,2,46,2,870.1200000000305,50800.87000000003,87012,5080087,49.56201559997862,2744.6934427000233,62.79761904761906,64.02247532001176,64.02247532001176,312564022457.1925,18.127500000000634,1.0,100.0,0.0,2.857142857142857,10.571428571428573,20.0,77.14285714285715,62.79761904761906,37.02586696166666,100.0,100.0,100.0,5.616024562290737,11.426934378487724,20.4156494140625,79.22079358782088,64.02247532001176,36.74549607035068,100.0,100.0,100.0,5.616024562290737,11.426934378487724,20.4156494140625,79.22079358782088,64.02247532001176,36.74549607035068,100.0,100.0,100.0,3.2499999999999747,4.730999999999944,6.899999999999897,21.465000000000558,18.127500000000634,9.269494210402108,25.812500000001236,27.556000000001507,30.00000000000189,48.64854694902897,99.9253853470087,179.17830672301352,894.007067810744,717.9213665560819,442.5902686584402,1151.8929636739194,1166.1743561543524,1175.053664892912,5616021.312289737,11426929.208486725,20415642.0965615,79220772.19281986,312564022457.1925,463536662302.57306,1000099999972.7274,1000099999975.671,1000099999977.85,5616021312289.737,11426929208486.723,20415642096561.5,79220772192819.88,3.125640224571925e+17,4.6353666230257306e+17,1.0000999999727276e+18,1.000099999975671e+18,1.00009999997785e+18,325.0,473.1,690.0,2146.5,1812.75,926.9494210401485,2581.25,2755.6,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,1.00009999997799e+18,100.0,100.0,100.0,22.01000000000064,1,0,1156.0580195635557,2201,1000099999977.99,"[1.0, 100.0, -22.01000000000064, -0.0]",0.0923145675417208,0.2507918904229108,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,19,27,2,46,2,925.1000000000301,51725.97000000006,92510,5172597,51.97587620001286,2796.891816200048,71.42857142857143,72.51309461157966,72.51309461157966,395905846408.67206,19.272916666667296,1.0,100.0,0.0,5.714285714285714,11.428571428571429,65.71428571428571,80.0,71.42857142857143,34.404555939406556,100.0,100.0,100.0,8.491159166608538,11.620416913713727,67.11274480732104,82.85714285714286,72.51309461157966,33.7027137672456,100.0,100.0,100.0,8.491159166608538,11.620416913713727,67.11274480732104,82.85714285714286,72.51309461157966,33.7027137672456,100.0,100.0,100.0,4.149999999999956,5.701999999999923,15.547499999999713,22.170000000000666,19.272916666667296,8.043544761260298,24.830000000001082,27.123000000001444,30.00000000000189,60.394272334873676,106.53379932716489,709.9746787007898,948.0846740119159,822.1536508717885,408.0124470760285,1153.9598028287292,1168.7662307284772,1192.4766423404217,8491153.786607537,11620412.229712728,67112728.54482004,82857119.84214187,395905846408.67206,489051190729.35913,1000099999973.8099,1000099999977.16,1000099999977.99,8491153786607.538,11620412229712.729,67112728544820.03,82857119842141.86,3.95905846408672e+17,4.890511907293591e+17,1.0000999999738099e+18,1.00009999997716e+18,1.00009999997799e+18,415.0,570.2,1554.75,2217.0,1927.2916666666667,804.3544761259733,2483.0,2712.3,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,1.00009999997799e+18,100.0,100.0,100.0,22.01000000000064,1,0,1156.0580195635557,2201,1000099999977.99,"[1.0, 100.0, -22.01000000000064, -0.0]",0.0899858858596645,0.24843818256599046,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,15,32,1,47,1,826.4000000000216,52552.37000000008,82640,5255237,46.65477780002402,2843.804610500054,64.28571428571429,65.2336746100063,65.2336746100063,312565233657.3933,17.216666666667116,1.0,100.0,0.0,8.571428571428571,11.428571428571429,20.0,77.14285714285715,64.28571428571429,35.32646576822354,100.0,100.0,100.0,10.961358206612722,11.630080904279435,20.747707230704172,78.6263656616211,65.2336746100063,35.05897899702079,100.0,100.0,100.0,10.961358206612722,11.630080904279435,20.747707230704172,78.6263656616211,65.2336746100063,35.05897899702079,100.0,100.0,100.0,4.369999999999951,5.295999999999932,6.7724999999999,19.150000000000194,17.216666666667116,8.084589850794114,23.54750000000088,24.923000000001096,30.00000000000189,94.44418225437403,102.36335400938988,179.490214927122,892.4810089245439,731.3299975933818,422.8762693487408,1152.535544326529,1161.7677438795567,1180.5829573124647,10961353.596611723,11630075.608278437,20747700.63570317,78626345.06662011,312565233657.3933,463535845623.663,1000099999974.9475,1000099999976.503,1000099999977.99,10961353596611.723,11630075608278.436,20747700635703.168,78626345066620.1,3.1256523365739334e+17,4.6353584562366304e+17,1.0000999999749475e+18,1.0000999999765029e+18,1.00009999997799e+18,437.0,529.6,677.25,1915.0,1721.6666666666667,808.4589850793642,2354.75,2492.3,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,1.00009999997799e+18,100.0,100.0,100.0,22.01000000000064,1,0,1156.0580195635557,2201,1000099999977.99,"[1.0, 100.0, -22.01000000000064, -0.0]",0.08771594635146816,0.24610656450099436,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,20,27,1,47,1,882.340000000027,53434.71000000011,88234,5343471,45.5288674000185,2889.491422800056,67.61904761904762,68.57415094079869,68.57415094079869,416735240799.2254,18.382083333333895,1.0,100.0,0.0,2.857142857142857,11.428571428571429,20.0,77.14285714285715,67.61904761904762,35.15917804007248,100.0,100.0,100.0,3.8639722551618303,11.683036531720843,22.196641649518696,79.51791490827289,68.57415094079869,34.78362146852261,100.0,100.0,100.0,3.8639722551618303,11.683036531720843,22.196641649518696,79.51791490827289,68.57415094079869,34.78362146852261,100.0,100.0,100.0,1.6500000000000012,4.826999999999941,9.787499999999836,21.145000000000508,18.382083333333895,8.465095234337232,24.382500000001013,29.203000000001765,30.00000000000189,29.88244467973709,106.30918902233243,191.46664786152542,890.5638854652643,768.7480158308754,421.2352015721514,1154.5715580582619,1167.9196335993706,1202.8521410748363,3863970.60516083,11683031.737719843,22196634.894517694,79517895.8932719,416735240799.2254,493033208787.36597,1000099999974.3726,1000099999976.902,1000099999977.99,3863970605160.83,11683031737719.844,22196634894517.695,79517895893271.89,4.1673524079922534e+17,4.9303320878736595e+17,1.0000999999743725e+18,1.000099999976902e+18,1.00009999997799e+18,165.0,482.7,978.75,2114.5,1838.2083333333333,846.509523433664,2438.25,2920.3,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1.00009999997799e+18,100.0,100.0,100.0,22.01000000000064,1,0,1156.0580195635557,2201,1000099999977.99,"[1.0, 100.0, -22.01000000000064, -0.0]",0.0855032672160697,0.24379682891293827,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,18,27,3,45,3,857.560000000025,54292.270000000135,85756,5429227,52.68700119998539,2942.388902500039,66.13095238095238,67.24517339058052,67.24517339058052,375067245155.5247,17.865833333333853,1.0,100.0,0.0,5.714285714285714,8.571428571428571,20.0,77.14285714285715,66.13095238095238,36.20139050648711,100.0,100.0,100.0,5.848699297223773,11.282042912074498,22.09113529750279,78.668578011649,67.24517339058052,35.564610016446075,100.0,100.0,100.0,5.848699297223773,11.282042912074498,22.09113529750279,78.668578011649,67.24517339058052,35.564610016446075,100.0,100.0,100.0,2.669999999999987,4.806999999999942,7.324999999999888,20.275000000000368,17.865833333333853,8.486633321812498,24.44000000000102,25.847000000001245,30.00000000000189,51.90231844037771,102.59890960976482,190.58877074345946,895.6074313186109,756.2722909500202,429.98251789804203,1155.5322876870632,1171.9894083470106,1206.1728839799762,5848696.627222773,11282037.622073498,22091128.022501793,78668559.211648,375067245155.5247,484148290692.19403,1000099999974.9375,1000099999976.827,1000099999977.99,5848696627222.772,11282037622073.498,22091128022501.793,78668559211648.0,3.7506724515552474e+17,4.84148290692194e+17,1.0000999999749375e+18,1.000099999976827e+18,1.00009999997799e+18,267.0,480.7,732.5,2027.5,1786.5833333333333,848.6633321811948,2444.0,2584.7000000000007,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1.00009999997799e+18,100.0,100.0,100.0,22.01000000000064,1,0,1156.0580195635557,2201,1000099999977.99,"[1.0, 100.0, -22.01000000000064, -0.0]",0.08334640403158865,0.24150877043251054,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,14,31,3,45,3,903.1400000000219,55195.410000000156,90314,5519541,48.86075210000854,2991.491252100037,71.72619047619048,73.14116376607278,73.14116376607278,291739807811.6173,18.815416666667122,1.0,100.0,0.0,8.571428571428571,13.428571428571429,65.71428571428571,77.14285714285715,71.72619047619048,29.808000018105293,100.0,100.0,100.0,10.96029281616211,14.634717941284181,68.21428552269956,79.19436046055384,73.14116376607278,29.331812691633694,100.0,100.0,100.0,10.96029281616211,14.634717941284181,68.21428552269956,79.19436046055384,73.14116376607278,29.331812691633694,100.0,100.0,100.0,4.139999999999956,5.6699999999999235,17.312499999999908,19.8250000000003,18.815416666667122,6.948957942962536,23.010000000000797,25.46300000000118,30.00000000000189,93.83129638433456,128.39313229471446,736.0035798884928,900.5229830108583,828.2263869990906,357.84473053928093,1154.5715580582619,1167.8547346673906,1182.1304793730378,10960288.676161109,14634713.383283181,68214265.72769856,79194342.05055285,291739807811.6173,454546907077.8963,1000099999974.3975,1000099999977.1821,1000099999977.99,10960288676161.11,14634713383283.18,68214265727698.56,79194342050552.84,2.9173980781161734e+17,4.545469070778963e+17,1.0000999999743974e+18,1.0000999999771821e+18,1.00009999997799e+18,414.0,567.0,1731.25,1982.5,1881.5416666666667,694.8957942962063,2301.0,2546.3,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1.00009999997833e+18,100.0,100.0,100.0,21.670000000000588,1,0,1158.410005517304,2167,1000099999978.33,"[1.0, 100.0, -21.670000000000588, -0.0]",0.08124394881241744,0.23924218561781177,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,16,29,3,45,3,879.8700000000232,56075.28000000018,87987,5607528,51.534066599968355,3043.1447564000264,68.51190476190476,69.69497325350932,69.69497325350932,333403028288.2562,18.330625000000484,1.0,100.0,0.0,5.714285714285714,20.0,48.57142857142857,77.14285714285715,68.51190476190476,31.925133421662153,100.0,100.0,100.0,5.9283937726702005,20.23024341038295,50.061930247715544,79.14934158325195,69.69497325350932,31.60825499362545,100.0,100.0,100.0,5.9283937726702005,20.23024341038295,50.061930247715544,79.14934158325195,69.69497325350932,31.60825499362545,100.0,100.0,100.0,3.0299999999999794,6.737999999999901,14.594999999999732,18.88000000000015,18.330625000000484,7.73459016535784,23.99000000000095,26.8400000000014,30.00000000000189,53.515923760831356,178.8272642530501,529.8576892670244,896.4442745260894,781.2484020398309,386.37685008244335,1151.9756437391043,1162.7548080816866,1178.8966998904943,5928390.7426692005,20230236.584381953,50061915.65271455,79149322.86825095,333403028288.2562,471425950249.2782,1000099999973.745,1000099999976.735,1000099999978.33,5928390742669.2,20230236584381.95,50061915652714.55,79149322868250.95,3.334030282882562e+17,4.714259502492782e+17,1.000099999973745e+18,1.000099999976735e+18,1.00009999997833e+18,303.0,673.8,1459.5,1888.0,1833.0625,773.4590165357287,2399.0,2684.0,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,1.00009999997833e+18,100.0,100.0,100.0,21.670000000000588,1,0,1158.410005517304,2167,1000099999978.33,"[1.0, 100.0, -21.670000000000588, -0.0]",0.07919452909009796,0.23699687293626584,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,26,20,2,46,2,973.4600000000355,57048.740000000216,97346,5704874,56.24095890001627,3099.585226300056,77.26190476190476,78.0451205193039,78.0451205193039,541744711766.9055,20.280416666667406,1.0,100.0,0.0,8.571428571428571,14.285714285714285,74.28571428571429,100.0,77.26190476190476,33.533201809292926,100.0,100.0,100.0,11.070826394217354,16.45195061819894,75.82058417865267,100.0,78.0451205193039,32.89473831676214,100.0,100.0,100.0,11.070826394217354,16.45195061819894,75.82058417865267,100.0,78.0451205193039,32.89473831676214,100.0,100.0,100.0,4.3099999999999525,6.349999999999909,17.950000000000006,22.740000000000755,20.280416666667406,7.9969522731933145,26.317500000001314,28.637000000001677,30.00000000000189,96.14840502291918,141.7819413408637,844.9841224327683,1131.6362193152308,886.4610364076992,397.1877873798897,1153.26198576577,1162.507162541151,1176.6851961910725,11070822.084216354,16451942.74319794,75820565.60615167,1000099999971.115,541744711766.9055,498284732275.2245,1000099999975.4451,1000099999977.658,1000099999978.33,11070822084216.354,16451942743197.941,75820565606151.66,1.000099999971115e+18,5.417447117669056e+17,4.982847322752245e+17,1.000099999975445e+18,1.000099999977658e+18,1.00009999997833e+18,431.0,635.0,1795.0,2274.0,2028.0416666666667,799.695227319272,2631.75,2863.7,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,1.00009999997833e+18,100.0,100.0,100.0,21.670000000000588,1,0,1158.410005517304,2167,1000099999978.33,"[1.0, 100.0, -21.670000000000588, -0.0]",0.07719680701738349,0.23477263274670077,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,22,26,0,48,0,832.0900000000206,57880.830000000235,83209,5788083,48.53638760000467,3148.3053659000434,70.0,70.6567806512619,70.6567806512619,458403990096.6494,17.335208333333764,1.0,100.0,0.0,8.571428571428571,11.428571428571429,20.0,88.57142857142857,70.0,36.38886725172887,100.0,100.0,100.0,8.747038160051618,11.611483982631139,22.20313276563372,88.74585287911552,70.6567806512619,35.97653047509101,100.0,100.0,100.0,8.747038160051618,11.611483982631139,22.20313276563372,88.74585287911552,70.6567806512619,35.97653047509101,100.0,100.0,100.0,3.47999999999997,4.831999999999941,7.309999999999889,21.17000000000051,17.335208333333764,7.799439613840038,23.510000000000876,24.698000000001063,27.070000000001432,79.73208733648062,101.35579213500023,197.91701512411237,1035.1216749623418,799.7040626733409,434.2084504009433,1158.9178370833397,1165.3021854624153,1173.7318334281445,8747034.200050618,11611479.577630138,22203125.45563272,88745829.8841145,458403990096.6494,498287856693.6784,1000099999976.0774,1000099999977.417,1000099999978.33,8747034200050.618,11611479577630.139,22203125455632.72,88745829884114.5,4.584039900966494e+17,4.982878566936784e+17,1.0000999999760774e+18,1.000099999977417e+18,1.00009999997833e+18,348.0,483.2,731.0,2117.0,1733.5208333333333,779.9439613839609,2351.0,2469.8,2707.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,1.00009999997833e+18,100.0,100.0,100.0,21.670000000000588,1,0,1158.410005517304,2167,1000099999978.33,"[1.0, 100.0, -21.670000000000588, -0.0]",0.07524947849490114,0.2325692672815976,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,18,30,0,48,0,749.3300000000155,58630.16000000025,74933,5863016,43.01703769998858,3191.485631400021,61.8452380952381,62.95183875121878,62.95183875121878,375062951823.14014,15.61104166666699,1.0,100.0,0.0,8.571428571428571,8.571428571428571,18.57142857142857,77.14285714285715,61.8452380952381,38.272606068615794,100.0,100.0,100.0,10.697239467075894,11.360157012939453,20.16949040549142,78.70261601039343,62.95183875121878,37.55234975238195,100.0,100.0,100.0,10.697239467075894,11.360157012939453,20.16949040549142,78.70261601039343,62.95183875121878,37.55234975238195,100.0,100.0,100.0,3.6299999999999666,4.494999999999949,6.274999999999911,18.73000000000013,15.61104166666699,8.03218350335719,22.555000000000724,23.89200000000094,25.870000000001244,93.50136712193489,99.12612274959683,172.37065221183002,891.5551216118038,706.6985505294675,454.01040681600153,1148.4577941652387,1165.843427865207,1185.6106267422438,10697235.837074894,11360152.505938452,20169482.78049042,78702597.92539242,375062951823.14014,484151616258.14453,1000099999976.5299,1000099999977.5961,1000099999978.33,10697235837074.895,11360152505938.453,20169482780490.42,78702597925392.42,3.7506295182314016e+17,4.841516162581445e+17,1.0000999999765299e+18,1.000099999977596e+18,1.00009999997833e+18,363.0,449.5,627.5,1873.0,1561.1041666666667,803.2183503356807,2255.5,2389.2000000000003,2587.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,1.00009999998001e+18,100.0,100.0,100.0,19.990000000000325,1,0,1183.6282501518726,1999,1000099999980.01,"[1.0, 100.0, -19.990000000000325, -0.0]",0.07335127231984463,0.23038658062950604,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,26,22,0,48,0,902.5300000000229,59532.69000000027,90253,5953269,57.93334980000509,3249.6759922000347,77.5,78.39375832175138,78.39375832175138,541745060406.1858,18.80270833333381,1.0,100.0,0.0,8.571428571428571,13.428571428571429,77.14285714285715,100.0,77.5,32.48560644116622,100.0,100.0,100.0,11.043202536446707,15.237947736467635,78.57812336512974,100.0,78.39375832175138,31.685942235807566,100.0,100.0,100.0,11.043202536446707,15.237947736467635,78.57812336512974,100.0,78.39375832175138,31.685942235807566,100.0,100.0,100.0,4.179999999999955,6.282999999999911,18.155000000000037,21.465000000000558,18.80270833333381,6.595445315893057,23.34750000000085,24.656000000001054,27.020000000001424,95.80285880714655,130.38722286447884,886.7570409458131,1143.3987931348383,897.7329337148307,385.13027550094773,1163.9220735449344,1167.8598159536718,1183.6282501518726,11043198.106445707,15237941.626466636,78578105.33762875,1000099999974.435,541745060406.1858,498284353206.1334,1000099999977.29,1000099999978.3419,1000099999980.01,11043198106445.707,15237941626466.635,78578105337628.75,1.0000999999744351e+18,5.4174506040618566e+17,4.982843532061334e+17,1.00009999997729e+18,1.000099999978342e+18,1.00009999998001e+18,418.0,628.3000000000001,1815.5,2146.5,1880.2708333333333,659.544531589267,2334.75,2465.6,2702.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1.00009999998001e+18,100.0,100.0,100.0,19.990000000000325,1,0,1183.6282501518726,1999,1000099999980.01,"[1.0, 100.0, -19.990000000000325, -0.0]",0.07150094935614176,0.228224378717625,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,23,25,0,48,0,773.5800000000152,60306.27000000029,77358,6030627,42.88234479998937,3292.7572900000378,68.57142857142857,69.53783089514377,69.53783089514377,479236204481.44556,16.116250000000317,1.0,100.0,0.0,5.714285714285714,8.571428571428571,20.0,91.42857142857142,68.57142857142857,38.05652795156031,100.0,100.0,100.0,5.875156947544643,11.25270244053432,21.96511949811663,91.56672477223076,69.53783089514377,37.18551379280187,100.0,100.0,100.0,5.875156947544643,11.25270244053432,21.96511949811663,91.56672477223076,69.53783089514377,37.18551379280187,100.0,100.0,100.0,2.9399999999999813,4.42399999999995,6.744999999999901,20.000000000000327,16.116250000000317,7.596785950047457,22.3825000000007,23.169000000000825,25.820000000001237,52.318962179124355,98.60915846452117,192.5479837488383,1095.54625640437,789.7544960111069,450.80283145352263,1159.9288185313344,1167.0249664209782,1183.6282501518726,5875154.007543644,11252698.08553332,21965111.878115628,91566705.04222976,479236204481.44556,499595002488.0534,1000099999977.61,1000099999978.6951,1000099999980.01,5875154007543.644,11252698085533.32,21965111878115.63,91566705042229.75,4.7923620448144557e+17,4.995950024880534e+17,1.00009999997761e+18,1.000099999978695e+18,1.00009999998001e+18,294.0,442.4,674.5,2000.0,1611.625,759.6785950047121,2238.25,2316.9,2582.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1.00009999998001e+18,100.0,100.0,100.0,19.990000000000325,1,0,1183.6282501518726,1999,1000099999980.01,"[1.0, 100.0, -19.990000000000325, -0.0]",0.06969730172555483,0.22608246929454676,first_finish,1,157,0.9747744939496805,0.9906148964667427,0,48,48,0,0,48,16,32,0,48,0,741.2600000000095,61047.5300000003,74126,6104753,45.57299769995734,3338.554412700003,65.95238095238095,67.14278302898822,67.14278302898822,333400476100.9194,15.442916666666866,1.0,100.0,0.0,5.714285714285714,10.571428571428573,20.0,77.14285714285715,65.95238095238095,35.65630213701595,100.0,100.0,100.0,5.886508396693638,11.418114798409597,21.46007742200579,79.39582824707031,67.14278302898822,35.35249151507429,100.0,100.0,100.0,5.886508396693638,11.418114798409597,21.46007742200579,79.39582824707031,67.14278302898822,35.35249151507429,100.0,100.0,100.0,2.6599999999999873,4.395999999999951,6.859999999999898,17.624999999999957,15.442916666666866,7.157530695688706,21.477500000000557,22.77300000000076,24.68000000000106,52.06392391771078,99.59038711637258,191.56924250163138,894.7506235726178,755.739862063434,423.41734973524547,1143.9093409739435,1164.921016869694,1183.6282501518726,5886505.736692638,11418110.174408598,21460070.54700479,79395810.88706931,333400476100.9194,471427755100.201,1000099999977.0575,1000099999978.365,1000099999980.01,5886505736692.638,11418110174408.598,21460070547004.79,79395810887069.31,3.334004761009194e+17,4.7142775510020096e+17,1.0000999999770575e+18,1.000099999978365e+18,1.00009999998001e+18,266.0,439.6,686.0,1762.5,1544.2916666666667,715.7530695688439,2147.75,2277.3,2468.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
